2026-01-18 20:24:25,176 | WARNING | tifa_archivist.classify | vision check skipped: {"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 20:24:38,209 | WARNING | tifa_archivist.download | download failed url=https://www.hdwallpapers.in/download/aerith_gainsborough_and_tifa_lockhart_ff_remake_4k_hd_final_fantasy_vii-2560x1440.jpg error=unsupported content-type application/force-download
2026-01-18 20:24:38,587 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/227552-tifa-lockhart-1920x1406.jpg error=status 403
2026-01-18 20:24:39,146 | WARNING | tifa_archivist.download | download failed url=https://www.hdwallpapers.in/download/tifa_lockhart_final_fantasy_vii_artwork-1920x1080.jpg error=unsupported content-type application/force-download
2026-01-18 20:24:40,084 | WARNING | tifa_archivist.download | download failed url=https://images.wallpapersden.com/image/download/tifa-final-fantasy-vii-remake-digital-art_bGlqaG2UmZqaraWkpJRnamtlrWZpaWU.jpg error=status 403
2026-01-18 20:24:41,568 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/323023-Tifa-Lockhart-Beautiful-Final-Fantasy-7-Remake-4K-iphone-wallpaper.jpg error=status 403
2026-01-18 20:24:41,840 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/mocahbig/414910-Cloud-Strife-Tifa-Lockhart-Barret-Wallace-Final-Fantasy.jpg error=status 403
2026-01-18 20:24:42,517 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/305457-Tifa-Lockhart-Final-Fantasy-7-Remake-4K.jpg error=status 403
2026-01-18 20:24:43,019 | WARNING | tifa_archivist.orchestrator | classification failed url=https://i.pinimg.com/originals/c3/d8/38/c3d83845aae055d28882110b0d875039.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 20:24:43,863 | WARNING | tifa_archivist.orchestrator | classification failed url=https://wallpapercave.com/wp/wp6018941.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 20:24:46,195 | WARNING | tifa_archivist.download | download failed url=https://images.hdqwalls.com/wallpapers/tifa-lockhart-finalfantasy-artwork-4k-m7.jpg error=image too small
2026-01-18 20:24:46,334 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/227519-tifa-lockhart-1920x1200.jpg error=status 403
2026-01-18 20:24:46,424 | WARNING | tifa_archivist.download | download failed url=https://images.wallpapersden.com/image/download/tifa-lockhart-final-fantasy-7-remake_69511_1280x2120.jpg error=status 403
2026-01-18 20:24:47,012 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/346829-Tifa-Lockhart-Final-Fantasy-7-Remake-FF7-Video-Game-Final-Fantasy-VII-Remake-FFVII-Art.jpg error=status 403
2026-01-18 20:24:47,181 | WARNING | tifa_archivist.orchestrator | classification failed url=https://wallpapers.com/images/hd/final-fantasy-7-tifa-purple-dress-apjohn4n6z5527wx.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 20:24:48,568 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/227524-tifa-lockhart-1600x1023.jpg error=status 403
2026-01-18 20:24:50,044 | WARNING | tifa_archivist.download | download failed url=https://images.wallpapersden.com/image/download/tifa-lockhart-final-fantasy-7-remake_a25qZmaUmZqaraWkpJRmZ21lrWZlZ2k.jpg error=status 403
2026-01-18 20:24:50,220 | WARNING | tifa_archivist.download | download failed url=https://rare-gallery.com/uploads/posts/327711-Final-Fantasy-7-Remake-Cloud-Strife-Tifa-Lockhart-4K-iphone-wallpaper.jpg error=status 403
2026-01-18 20:24:56,127 | WARNING | tifa_archivist.orchestrator | classification failed url=https://images2.alphacoders.com/107/thumb-1920-1077857.png error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
